order_id,order_date,ship_date,customer_id,product_id,region_id,sales,quantity,discount,profit,order_date_id,ship_date_id,segment,city_x,state_x,country_x,product_name,category,sub_category,region,country_y,state_y,city_y,date_id,date,year,month,quarter,day,day_name
CA-2017-114636,1900-01-01,1900-01-01,GA-14725,OFF-PA-10001790,7,192.16,5,0.2,67.256,1238,1238,Consumer,Columbia,Missouri,United States,Xerox 1910,Office Supplies,Paper,South,United States,Kentucky,Henderson,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-116736,1900-01-01,1900-01-01,CC-12430,FUR-FU-10004017,10,322.59,3,0.0,64.518,1238,1238,Home Office,San Francisco,California,United States,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-116736,1900-01-01,1900-01-01,CC-12430,TEC-AC-10003628,10,29.99,1,0.0,13.1956,1238,1238,Home Office,San Francisco,California,United States,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-116736,1900-01-01,1900-01-01,CC-12430,TEC-AC-10002049,10,371.97,3,0.0,66.9546,1238,1238,Home Office,San Francisco,California,United States,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
US-2014-158638,1900-01-01,1900-01-01,AG-10765,OFF-BI-10003712,10,5.892,4,0.7,-4.1244,1238,1238,Home Office,Chicago,Illinois,United States,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
US-2017-123463,1900-01-01,1900-01-01,GZ-14470,OFF-AR-10001118,8,13.48,4,0.0,5.9312,1238,1238,Consumer,Bullhead City,Arizona,United States,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,West,United States,California,Los Angeles,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-165148,1900-01-01,1900-01-01,PM-19135,FUR-FU-10000732,9,31.4,5,0.0,10.048,1238,1238,Home Office,Dover,New Hampshire,United States,Eldon 200 Class Desk Accessories,Furniture,Furnishings,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2014-107524,2014-03-02,2014-03-08,KN-16705,OFF-EN-10001990,10,11.36,2,0.0,5.3392,1087,1238,Home Office,Fort Collins,Colorado,United States,Staple envelope,Office Supplies,Envelopes,East,United States,Pennsylvania,Philadelphia,1087,2014-03-02,2014,3,1,2,Sunday
CA-2014-107524,2014-03-02,2014-03-08,KN-16705,OFF-PA-10000587,10,36.4,5,0.0,17.472,1087,1238,Home Office,Fort Collins,Colorado,United States,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,East,United States,Pennsylvania,Philadelphia,1087,2014-03-02,2014,3,1,2,Sunday
CA-2016-151561,2016-09-01,2016-09-07,PG-18820,TEC-AC-10001432,10,468.9,6,0.0,206.316,143,1238,Consumer,San Diego,California,United States,Enermax Aurora Lite Keyboard,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,143,2016-09-01,2016,9,3,1,Thursday
CA-2016-151561,2016-09-01,2016-09-07,PG-18820,TEC-AC-10003399,10,72.48,2,0.0,30.4416,143,1238,Consumer,San Diego,California,United States,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,143,2016-09-01,2016,9,3,1,Thursday
CA-2016-151561,2016-09-01,2016-09-07,PG-18820,OFF-SU-10001574,10,10.95,3,0.0,3.285,143,1238,Consumer,San Diego,California,United States,Acme Value Line Scissors,Office Supplies,Supplies,East,United States,Pennsylvania,Philadelphia,143,2016-09-01,2016,9,3,1,Thursday
CA-2016-151561,2016-09-01,2016-09-07,PG-18820,FUR-FU-10004864,10,191.82,3,0.0,61.3824,143,1238,Consumer,San Diego,California,United States,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,East,United States,Pennsylvania,Philadelphia,143,2016-09-01,2016,9,3,1,Thursday
CA-2017-154676,2017-08-05,2017-08-08,NZ-18565,OFF-ST-10001172,9,151.056,9,0.2,7.5528,486,1238,Home Office,Los Angeles,California,United States,"Tennsco Lockers, Sand",Office Supplies,Storage,Central,United States,Texas,Fort Worth,486,2017-08-05,2017,8,3,5,Saturday
CA-2017-145772,2017-06-03,2017-06-07,SS-20140,TEC-AC-10003038,8,44.75,5,0.0,8.5025,96,1238,Corporate,Pompano Beach,Florida,United States,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,West,United States,California,Los Angeles,96,2017-06-03,2017,6,2,3,Saturday
CA-2017-145772,2017-06-03,2017-06-07,SS-20140,OFF-PA-10001593,8,11.96,2,0.0,5.382,96,1238,Corporate,Pompano Beach,Florida,United States,Xerox 1947,Office Supplies,Paper,West,United States,California,Los Angeles,96,2017-06-03,2017,6,2,3,Saturday
CA-2017-145772,2017-06-03,2017-06-07,SS-20140,OFF-BI-10002049,8,3.912,1,0.2,1.2714,96,1238,Corporate,Pompano Beach,Florida,United States,UniKeep View Case Binders,Office Supplies,Binders,West,United States,California,Los Angeles,96,2017-06-03,2017,6,2,3,Saturday
CA-2014-104976,2014-12-09,1900-01-01,CK-12760,OFF-PA-10003845,8,34.68,6,0.0,16.9932,338,1238,Corporate,Arlington,Virginia,United States,Xerox 1987,Office Supplies,Paper,West,United States,California,Los Angeles,338,2014-12-09,2014,12,4,9,Tuesday
CA-2014-144407,2014-09-09,1900-01-01,MS-17365,OFF-LA-10003923,9,103.6,7,0.0,51.8,341,1238,Consumer,San Francisco,California,United States,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,Central,United States,Texas,Fort Worth,341,2014-09-09,2014,9,3,9,Tuesday
CA-2017-150959,2017-11-11,1900-01-01,TD-20995,OFF-LA-10001045,9,10.44,5,0.2,3.393,344,1238,Consumer,Philadelphia,Pennsylvania,United States,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,Central,United States,Texas,Fort Worth,344,2017-11-11,2017,11,4,11,Saturday
CA-2017-150959,2017-11-11,1900-01-01,TD-20995,OFF-BI-10001510,9,18.336,4,0.8,-32.088,344,1238,Consumer,Philadelphia,Pennsylvania,United States,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Binders,Central,United States,Texas,Fort Worth,344,2017-11-11,2017,11,4,11,Saturday
CA-2015-111164,2015-04-11,1900-01-01,SE-20110,TEC-AC-10002473,10,85.14,3,0.0,34.9074,348,1238,Consumer,Seattle,Washington,United States,Maxell 4.7GB DVD-R,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,348,2015-04-11,2015,4,2,11,Saturday
CA-2015-111164,2015-04-11,1900-01-01,SE-20110,TEC-PH-10004531,10,21.99,1,0.0,10.5552,348,1238,Consumer,Seattle,Washington,United States,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,East,United States,Pennsylvania,Philadelphia,348,2015-04-11,2015,4,2,11,Saturday
CA-2015-111164,2015-04-11,1900-01-01,SE-20110,OFF-AP-10004487,10,406.6,5,0.0,113.848,348,1238,Consumer,Seattle,Washington,United States,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,East,United States,Pennsylvania,Philadelphia,348,2015-04-11,2015,4,2,11,Saturday
CA-2015-143602,1900-01-01,1900-01-01,JS-15595,OFF-BI-10002071,8,13.944,3,0.2,4.5318,1238,1238,Corporate,Miami,Florida,United States,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,West,United States,California,Los Angeles,1238,1900-01-01,1900,1,1,1,Unknown
CA-2015-141754,1900-01-01,1900-01-01,EM-14200,OFF-LA-10004093,7,11.696,2,0.2,3.9474,1238,1238,Home Office,Dallas,Texas,United States,Avery 486,Office Supplies,Labels,South,United States,Kentucky,Henderson,1238,1900-01-01,1900,1,1,1,Unknown
US-2016-106600,2016-04-08,2016-04-11,RM-19375,FUR-BO-10001608,7,354.9,5,0.0,88.725,144,1238,Consumer,Burlington,Vermont,United States,"Hon Metal Bookcases, Black",Furniture,Bookcases,South,United States,Kentucky,Henderson,144,2016-04-08,2016,4,2,8,Friday
CA-2015-138331,2015-08-07,2015-08-12,JK-15625,OFF-AR-10002952,10,106.8,10,0.2,10.68,977,1238,Consumer,Columbus,Ohio,United States,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art,East,United States,Pennsylvania,Philadelphia,977,2015-08-07,2015,8,3,7,Friday
CA-2016-105494,2016-11-10,2016-11-12,PC-18745,OFF-ST-10002205,8,155.82,7,0.0,42.0714,339,397,Corporate,Loveland,Colorado,United States,File Shuttle I and Handi-File,Office Supplies,Storage,West,United States,California,Los Angeles,339,2016-11-10,2016,11,4,10,Thursday
CA-2016-105494,2016-11-10,2016-11-12,PC-18745,OFF-BI-10003364,8,70.008,3,0.2,24.5028,339,397,Corporate,Loveland,Colorado,United States,Binding Machine Supplies,Office Supplies,Binders,West,United States,California,Los Angeles,339,2016-11-10,2016,11,4,10,Thursday
CA-2016-140634,2016-10-03,2016-10-06,HL-15040,OFF-EN-10001099,9,15.648,2,0.2,5.0856,340,1100,Consumer,Jonesboro,Arkansas,United States,Staple envelope,Office Supplies,Envelopes,Central,United States,Texas,Fort Worth,340,2016-10-03,2016,10,4,3,Monday
CA-2017-150707,1900-01-01,1900-01-01,EL-13735,OFF-BI-10001078,10,37.66,7,0.0,18.4534,1238,1238,Home Office,Jefferson City,Missouri,United States,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-160724,2017-05-05,2017-05-10,YS-21880,OFF-BI-10004965,7,34.5,3,0.0,15.525,1025,1238,Corporate,Newark,Delaware,United States,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,South,United States,Kentucky,Henderson,1025,2017-05-05,2017,5,2,5,Friday
CA-2017-149706,2017-12-11,2017-12-12,AS-10285,TEC-AC-10001284,9,116.312,7,0.2,23.2624,158,1238,Corporate,Seattle,Washington,United States,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Technology,Accessories,Central,United States,Texas,Fort Worth,158,2017-12-11,2017,12,4,11,Monday
US-2016-114622,2016-04-10,2016-04-12,JR-16210,OFF-BI-10004716,10,8.904,2,0.7,-6.5296,343,409,Corporate,Springfield,Ohio,United States,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,343,2016-04-10,2016,4,2,10,Sunday
CA-2017-132934,1900-01-01,1900-01-01,JE-15475,TEC-AC-10000927,10,149.95,5,0.0,14.995,1238,1238,Consumer,New York City,New York,United States,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-130477,2016-04-08,2016-04-12,LC-17140,OFF-PA-10002947,8,20.04,3,0.0,9.6192,144,409,Consumer,Springfield,Virginia,United States,Xerox 1923,Office Supplies,Paper,West,United States,California,Los Angeles,144,2016-04-08,2016,4,2,8,Friday
CA-2016-130477,2016-04-08,2016-04-12,LC-17140,OFF-ST-10002583,8,64.96,2,0.0,2.5984,144,409,Consumer,Springfield,Virginia,United States,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,West,United States,California,Los Angeles,144,2016-04-08,2016,4,2,8,Friday
CA-2016-130477,2016-04-08,2016-04-12,LC-17140,OFF-PA-10000019,8,12.96,2,0.0,6.2208,144,409,Consumer,Springfield,Virginia,United States,Xerox 1931,Office Supplies,Paper,West,United States,California,Los Angeles,144,2016-04-08,2016,4,2,8,Friday
CA-2017-132934,1900-01-01,1900-01-01,JE-15475,OFF-BI-10001098,10,51.312,3,0.2,18.6006,1238,1238,Consumer,New York City,New York,United States,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-133256,1900-01-01,1900-01-01,TH-21550,OFF-PA-10001622,9,4.54,1,0.0,2.043,1238,1238,Home Office,Burlington,North Carolina,United States,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,Paper,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-133256,1900-01-01,1900-01-01,TH-21550,OFF-AR-10003158,9,15.92,4,0.0,5.4128,1238,1238,Home Office,Burlington,North Carolina,United States,Fluorescent Highlighters by Dixon,Office Supplies,Art,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
US-2014-161305,2014-06-06,2014-06-12,SB-20170,OFF-BI-10002794,9,24.588,3,0.8,-38.1114,572,1238,Consumer,Chicago,Illinois,United States,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,Central,United States,Texas,Fort Worth,572,2014-06-06,2014,6,2,6,Friday
US-2014-161305,2014-06-06,2014-06-12,SB-20170,OFF-EN-10000461,9,13.984,2,0.2,4.7196,572,1238,Consumer,Chicago,Illinois,United States,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,Central,United States,Texas,Fort Worth,572,2014-06-06,2014,6,2,6,Friday
CA-2015-104486,2015-05-01,2015-05-06,PO-18850,OFF-BI-10000309,8,12.176,1,0.2,4.4138,490,1238,Consumer,Los Angeles,California,United States,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,West,United States,California,Los Angeles,490,2015-05-01,2015,5,2,1,Friday
CA-2015-104486,2015-05-01,2015-05-06,PO-18850,OFF-ST-10000876,8,37.32,3,0.0,10.4496,490,1238,Consumer,Los Angeles,California,United States,Eldon Simplefile Box Office,Office Supplies,Storage,West,United States,California,Los Angeles,490,2015-05-01,2015,5,2,1,Friday
CA-2015-104486,2015-05-01,2015-05-06,PO-18850,OFF-SU-10002573,8,35.06,2,0.0,10.518,490,1238,Consumer,Los Angeles,California,United States,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,West,United States,California,Los Angeles,490,2015-05-01,2015,5,2,1,Friday
CA-2017-137596,2017-09-02,2017-09-07,BE-11335,TEC-PH-10001494,9,1199.8,4,0.0,323.946,265,211,Home Office,Jackson,Michigan,United States,Polycom CX600 IP Phone VoIP phone,Technology,Phones,Central,United States,Texas,Fort Worth,265,2017-09-02,2017,9,3,2,Saturday
CA-2017-137596,2017-09-02,2017-09-07,BE-11335,TEC-AC-10004666,9,1928.78,7,0.0,829.3754,265,211,Home Office,Jackson,Michigan,United States,Maxell iVDR EX 500GB Cartridge,Technology,Accessories,Central,United States,Texas,Fort Worth,265,2017-09-02,2017,9,3,2,Saturday
CA-2017-137596,2017-09-02,2017-09-07,BE-11335,OFF-ST-10003816,9,352.38,2,0.0,81.0474,265,211,Home Office,Jackson,Michigan,United States,Fellowes High-Stak Drawer Files,Office Supplies,Storage,Central,United States,Texas,Fort Worth,265,2017-09-02,2017,9,3,2,Saturday
CA-2017-144848,2017-04-04,2017-04-05,DS-13030,TEC-PH-10004006,10,41.22,1,0.0,11.1294,1096,1238,Home Office,Seattle,Washington,United States,Panasonic KX - TS880B Telephone,Technology,Phones,East,United States,Pennsylvania,Philadelphia,1096,2017-04-04,2017,4,2,4,Tuesday
CA-2017-144848,2017-04-04,2017-04-05,DS-13030,OFF-SU-10000646,10,240.37,1,0.0,7.2111,1096,1238,Home Office,Seattle,Washington,United States,Premier Automatic Letter Opener,Office Supplies,Supplies,East,United States,Pennsylvania,Philadelphia,1096,2017-04-04,2017,4,2,4,Tuesday
CA-2017-144848,2017-04-04,2017-04-05,DS-13030,TEC-PH-10002262,10,119.02,2,0.0,33.3256,1096,1238,Home Office,Seattle,Washington,United States,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,East,United States,Pennsylvania,Philadelphia,1096,2017-04-04,2017,4,2,4,Tuesday
CA-2015-147529,2015-02-07,2015-02-11,DK-12835,OFF-EN-10000056,7,311.15,5,0.0,146.2405,1108,1238,Corporate,Fremont,Nebraska,United States,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,South,United States,Kentucky,Henderson,1108,2015-02-07,2015,2,1,7,Saturday
CA-2015-147529,2015-02-07,2015-02-11,DK-12835,OFF-PA-10003349,7,12.96,2,0.0,6.3504,1108,1238,Corporate,Fremont,Nebraska,United States,Xerox 1957,Office Supplies,Paper,South,United States,Kentucky,Henderson,1108,2015-02-07,2015,2,1,7,Saturday
CA-2017-133256,1900-01-01,1900-01-01,TH-21550,TEC-PH-10002660,9,543.92,8,0.0,135.98,1238,1238,Home Office,Burlington,North Carolina,United States,Nortel Networks T7316 E Nt8 B27,Technology,Phones,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-160983,1900-01-01,1900-01-01,GB-14530,OFF-PA-10002250,10,46.96,8,0.0,22.5408,1238,1238,Corporate,Florence,South Carolina,United States,Things To Do Today Pad,Office Supplies,Paper,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-132353,1900-01-01,1900-01-01,DB-13060,TEC-PH-10004536,9,323.976,3,0.2,20.2485,1238,1238,Consumer,Costa Mesa,California,United States,Avaya 5420 Digital phone,Technology,Phones,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-102519,1900-01-01,1900-01-01,BM-11650,FUR-FU-10004091,9,46.94,1,0.0,19.2454,1238,1238,Corporate,Columbia,Maryland,United States,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-102519,1900-01-01,1900-01-01,BM-11650,TEC-AC-10001772,9,143.73,9,0.0,56.0547,1238,1238,Corporate,Columbia,Maryland,United States,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Accessories,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
US-2014-141215,1900-01-01,1900-01-01,KL-16555,FUR-TA-10001520,9,99.918,2,0.3,-18.5562,1238,1238,Corporate,Jacksonville,Florida,United States,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2015-166947,2015-06-05,2015-06-10,EB-13750,FUR-CH-10004997,10,1522.638,9,0.1,169.182,1118,1238,Corporate,Buffalo,New York,United States,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,East,United States,Pennsylvania,Philadelphia,1118,2015-06-05,2015,6,2,5,Friday
CA-2017-131282,2017-02-05,2017-02-08,CB-12025,OFF-BI-10004632,9,243.992,4,0.8,-426.986,1120,1238,Consumer,Decatur,Alabama,United States,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,Central,United States,Texas,Fort Worth,1120,2017-02-05,2017,2,1,5,Sunday
CA-2017-131282,2017-02-05,2017-02-08,CB-12025,OFF-AR-10003087,9,7.12,5,0.2,0.712,1120,1238,Consumer,Decatur,Alabama,United States,Staples in misc. colors,Office Supplies,Art,Central,United States,Texas,Fort Worth,1120,2017-02-05,2017,2,1,5,Sunday
CA-2016-165218,2016-03-05,2016-03-11,RW-19630,OFF-EN-10000056,9,149.352,3,0.2,50.4063,347,22,Corporate,Chicago,Illinois,United States,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,Central,United States,Texas,Fort Worth,347,2016-03-05,2016,3,1,5,Saturday
CA-2016-165218,2016-03-05,2016-03-11,RW-19630,OFF-ST-10001558,9,12.992,1,0.2,-0.812,347,22,Corporate,Chicago,Illinois,United States,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,Central,United States,Texas,Fort Worth,347,2016-03-05,2016,3,1,5,Saturday
CA-2014-138296,2014-12-05,2014-12-12,RC-19825,OFF-ST-10002444,7,24.56,2,0.0,6.8768,30,433,Consumer,Louisville,Kentucky,United States,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,South,United States,Kentucky,Henderson,30,2014-12-05,2014,12,4,5,Friday
US-2014-141215,1900-01-01,1900-01-01,KL-16555,FUR-CH-10003379,9,797.944,4,0.3,-56.996,1238,1238,Corporate,Jacksonville,Florida,United States,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2014-169257,2014-06-06,2014-06-12,SV-20785,OFF-BI-10002557,7,1.365,1,0.7,-0.91,572,1238,Consumer,Santa Ana,California,United States,Presstex Flexible Ring Binders,Office Supplies,Binders,South,United States,Kentucky,Henderson,572,2014-06-06,2014,6,2,6,Friday
CA-2014-169257,2014-06-06,2014-06-12,SV-20785,OFF-PA-10002319,7,62.016,2,0.2,22.4808,572,1238,Consumer,Santa Ana,California,United States,Xerox 1944,Office Supplies,Paper,South,United States,Kentucky,Henderson,572,2014-06-06,2014,6,2,6,Friday
CA-2015-125696,2015-10-02,2015-10-06,NP-18685,OFF-BI-10001757,7,7.38,5,0.7,-5.412,654,1238,Home Office,Des Moines,Washington,United States,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,South,United States,Kentucky,Henderson,654,2015-10-02,2015,10,4,2,Friday
CA-2017-128328,2017-08-05,2017-08-09,PO-18865,OFF-BI-10001989,9,125.88,6,0.0,60.4224,486,1238,Consumer,Indianapolis,Indiana,United States,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,Central,United States,Texas,Fort Worth,486,2017-08-05,2017,8,3,5,Saturday
CA-2017-128328,2017-08-05,2017-08-09,PO-18865,TEC-AC-10001714,9,79.78,2,0.0,29.5186,486,1238,Consumer,Indianapolis,Indiana,United States,Logitech MX Performance Wireless Mouse,Technology,Accessories,Central,United States,Texas,Fort Worth,486,2017-08-05,2017,8,3,5,Saturday
CA-2017-128328,2017-08-05,2017-08-09,PO-18865,OFF-LA-10003498,9,133.2,9,0.0,66.6,486,1238,Consumer,Indianapolis,Indiana,United States,Avery 475,Office Supplies,Labels,Central,United States,Texas,Fort Worth,486,2017-08-05,2017,8,3,5,Saturday
US-2014-141215,1900-01-01,1900-01-01,KL-16555,OFF-BI-10002706,9,8.568,3,0.8,-14.5656,1238,1238,Corporate,Jacksonville,Florida,United States,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-149797,1900-01-01,1900-01-01,AH-10075,OFF-BI-10003650,10,841.568,2,0.2,294.5488,1238,1238,Corporate,Chester,Pennsylvania,United States,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2015-115091,2015-10-05,2015-10-09,JJ-15760,OFF-AR-10000658,7,46.2,4,0.0,12.936,349,331,Home Office,Springfield,Virginia,United States,Newell 324,Office Supplies,Art,South,United States,Kentucky,Henderson,349,2015-10-05,2015,10,4,5,Monday
US-2016-155103,2016-12-02,2016-12-07,JF-15190,OFF-BI-10004318,10,415.176,3,0.2,134.9322,500,1238,Consumer,New York City,New York,United States,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,500,2016-12-02,2016,12,4,2,Friday
US-2016-155103,2016-12-02,2016-12-07,JF-15190,OFF-BI-10004236,10,35.232,3,0.2,11.4504,500,1238,Consumer,New York City,New York,United States,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,500,2016-12-02,2016,12,4,2,Friday
US-2016-155103,2016-12-02,2016-12-07,JF-15190,OFF-PA-10000062,10,54.96,1,0.0,26.9304,500,1238,Consumer,New York City,New York,United States,Green Bar Computer Printout Paper,Office Supplies,Paper,East,United States,Pennsylvania,Philadelphia,500,2016-12-02,2016,12,4,2,Friday
US-2017-166394,2017-09-04,2017-09-06,VM-21835,OFF-FA-10001843,10,14.82,6,0.0,6.9654,508,1238,Consumer,Newark,Delaware,United States,Staples,Office Supplies,Fasteners,East,United States,Pennsylvania,Philadelphia,508,2017-09-04,2017,9,3,4,Monday
CA-2015-115091,2015-10-05,2015-10-09,JJ-15760,OFF-AP-10000696,7,28.84,2,0.0,9.5172,349,331,Home Office,Springfield,Virginia,United States,Holmes Odor Grabber,Office Supplies,Appliances,South,United States,Kentucky,Henderson,349,2015-10-05,2015,10,4,5,Monday
CA-2014-132962,1900-01-01,1900-01-01,JM-15535,OFF-PA-10003543,10,15.552,3,0.2,5.4432,1238,1238,Consumer,New York City,New York,United States,Xerox 1985,Office Supplies,Paper,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2014-132962,1900-01-01,1900-01-01,JM-15535,TEC-AC-10004353,10,252.0,5,0.2,53.55,1238,1238,Consumer,New York City,New York,United States,Hypercom P1300 Pinpad,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-144932,1900-01-01,1900-01-01,AB-10165,OFF-AR-10003560,10,14.592,3,0.2,2.5536,1238,1238,Consumer,Decatur,Illinois,United States,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-144932,1900-01-01,1900-01-01,AB-10165,OFF-AR-10001468,10,89.856,3,0.2,21.3408,1238,1238,Consumer,Decatur,Illinois,United States,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-144932,1900-01-01,1900-01-01,AB-10165,OFF-PA-10004971,10,13.872,3,0.2,5.0286,1238,1238,Consumer,Decatur,Illinois,United States,Xerox 196,Office Supplies,Paper,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-140081,1900-01-01,1900-01-01,CG-12040,OFF-PA-10001745,10,45.056,8,0.2,15.2064,1238,1238,Home Office,Bristol,Tennessee,United States,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Paper,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-140081,1900-01-01,1900-01-01,CG-12040,OFF-BI-10004826,10,29.718,6,0.7,-21.7932,1238,1238,Home Office,Bristol,Tennessee,United States,JM Magazine Binder,Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
US-2017-111745,2017-11-05,2017-11-06,RA-19885,TEC-AC-10003911,8,159.99,1,0.0,54.3966,61,45,Corporate,Los Angeles,California,United States,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,West,United States,California,Los Angeles,61,2017-11-05,2017,11,4,5,Sunday
CA-2016-140081,1900-01-01,1900-01-01,CG-12040,OFF-PA-10001870,10,15.552,3,0.2,5.4432,1238,1238,Home Office,Bristol,Tennessee,United States,Xerox 202,Office Supplies,Paper,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
